stage,ep,reward,success,steps,total_steps,critic_loss,actor_loss
8,1280,-11.596339551964775,2,210,966808,0.918997957451003,13.261254527455284
8,1281,12.677864389494061,1,30,966838,1.0098537117242814,12.920732879638672
8,1282,11.533269017701969,1,306,967144,0.9729102327932719,13.010979448268616
8,1283,14.429396564344643,1,521,967665,0.8611874224585901,13.346591257545633
8,1284,11.706953676621197,1,441,968106,0.8982033302454181,13.222365677762193
8,1285,42.12033098039683,1,406,968512,0.9310778775825876,13.100256766004515
8,1286,-82.2235176563263,2,30,968542,1.1112594226996104,13.447379112243652
8,1287,54.638097441755235,1,262,968804,0.9127234717589299,13.208370064961091
8,1288,-36.32826715707779,2,37,968841,1.01518689297341,13.99091201215177
8,1289,-64.35550209879875,2,147,968988,0.8348933973279941,13.52372205825079
8,1290,-56.983947190776234,2,167,969155,0.8741371833278747,13.400429251665127
8,1291,-50.382948172977194,2,96,969251,0.9649660624563694,13.480935533841452
8,1292,46.74037861637771,1,219,969470,0.8859422274920494,13.385933264205445
8,1293,0.5025994863826782,2,312,969782,0.9469010027555319,13.483556534999456
8,1294,-28.922047694621142,2,84,969866,0.9752536352191653,13.688677901313419
8,1295,48.89644017419778,1,222,970088,0.9456057717671266,13.380003505998904
8,1296,-14.28259380304371,2,430,970518,0.9201538020788237,13.200611938432205
8,1297,49.597140628960915,1,216,970734,0.8411568590888271,13.349261992507511
8,1298,32.32789637193309,1,388,971122,0.8714576670035874,13.148815448751154
8,1299,-31.259289264213294,2,286,971408,0.9059145368270941,13.273547537676938
8,1300,-2.8363872319459915,2,73,971481,0.8041474374189769,12.925389655648846
8,1301,45.59321797825396,1,217,971698,0.9128880209637128,13.04008692200832
8,1302,4.861473283403029,1,392,972090,0.9721031546288607,13.231690596561043
8,1303,-39.88614217936993,2,58,972148,0.9117502297820717,13.3060019591759
8,1304,42.9218614787751,1,136,972284,0.8509262263336602,13.235352898345274
8,1305,76.77348251180956,1,283,972567,0.8732011461426429,13.087589019600157
8,1306,31.32098178449087,1,371,972938,0.8890754308180026,13.206340007062229
8,1307,73.66861059673829,1,240,973178,0.9449003012229998,13.501813060045242
8,1308,-83.27788400650024,2,30,973208,1.0280871798594793,12.557828585306803
8,1309,52.16210946440697,1,119,973327,0.8737320233793819,12.894053751681032
8,1310,107.75494208163582,1,568,973895,0.9050531712111453,13.135132839142436
8,1311,-76.39409065246582,2,112,974007,0.9176468870469502,12.753843877996717
8,1312,40.37078899145126,1,65,974072,0.9070814366524036,13.032105739300068
